title,tags_x,genre,popularity,vote_count,vote_average
swiss army man,"dan kwan, daniel scheinert paul dano, daniel radcliffe, mari elizabeth winstead, antonia ribero, timothi eulich, richard gross, marika casteel, andi hull, aaron marshall, shane carruth comedies, dramas, independ movi a washed-up corps with surpris abil give a hopeless man strand in the wilder someon to talk to – and a newfound reason to live.","Comedy, Drama, Romance, Fantasy, Adventure",19.849,2771.0,average
sword master,"derek yee kenni lin, peter ho, jiang mengjie, jiang yiyan, paw hee ching action & adventure, dramas, intern movi haunt by the past, a master swordsman mask hi ident to work anonym as a janitor in a brothel, set in motion a violent chain of events.",Action,18.091,80.0,below_avg
take me home tonight,"michael dows topher grace, anna faris, dan fogler, teresa palmer, chri pratt, michael biehn, jeani hackett, luci punch, michel trachtenberg, demetri martin comedies, romant movi set in the financi boom of the late 1980s, thi tale center on a recent colleg grad tri to figur out what to do with hi life.","Comedy, Drama, Romance",20.844,532.0,not_popular
taken,"clive standen, jennif beals, gaiu charles, brooklyn sudano, moniqu gabriela curnen, michael irby, jame landri hébert, jose pablo cantillo, jame landri hebert crime tv shows, tv action & adventure, tv thriller after a person tragedi upend hi life, a highli skill former green beret is drawn into a career as a secret govern operative.","Action, Thriller",68.678,9310.0,popular
tarzan,"chri buck, kevin lima toni goldwyn, minni driver, glenn close, brian blessed, nigel hawthorne, rosi o'donnell, lanc henriksen, wayn knight, alex d. linz children & famili movi after be shipwreck off the african coast, a lone child grow up in the wild, and is destin to becom lord of the jungle.","Family, Adventure, Animation, Drama",91.993,5504.0,popular
teenage mutant ninja turtles,"kevin munro chri evans, sarah michel gellar, mako iwamatsu, kevin smith, patrick stewart, zhang ziyi, laurenc fishburne, mitchel whitfield, jame arnold taylor, mikey kelley, nolan north children & famili movies, comedi in thi anim adventure, master splinter whip the four ninja turtl back into shape to defeat monster run amok in new york.","Science Fiction, Action, Adventure, Comedy",150.428,5774.0,not_popular
teenage mutant ninja turtles ii: the secret of the ooze,"michael pressman paig turco, david warner, mark caso, michelan sisti, leif tilden, kenn scott, kevin clash, erni rey jr., françoi chau, kevin nash children & famili movies, comedi the evil shredder decid that ooz is what give the ninja turtl their power, so he obtain some of the toxic junk and creat danger mutants.","Science Fiction, Adventure, Action, Comedy, Family",20.886,820.0,below_avg
terminator 3: rise of the machines,"jonathan mostow arnold schwarzenegger, nick stahl, clair danes, kristanna loken, david andrews, mark famiglietti, earl boen, moira sinise, chopper bernet, christoph lawford action & adventure, sci-fi & fantasi ten year after john connor save earth from judgment day, he encount t-x, a robot assassin order to finish what t-1000 started.","Action, Thriller, Science Fiction",46.101,5301.0,below_avg
terminator salvation,"mcg christian bale, sam worthington, moon bloodgood, helena bonham carter, anton yelchin, jadagrace, bryce dalla howard, common, jane alexander, michael ironsid action & adventure, sci-fi & fantasi all grown up in post-apocalypt 2018, john connor must lead the resist of human against increasingli domin militarist robots.","Action, Science Fiction, Thriller",101.452,5294.0,not_popular
terrifier,"damien leon jenna kanell, samantha scaffidi, david howard thornton, catherin corcoran, pooya mohseni, matt mcallister, kati maguire, gino cafarelli, cori duval, michael leavi horror movies, independ movies, thriller on halloween night, insid a dilapid apart building, art the clown stalk hi victims, slice and slaughter in terrifi silence.","Horror, Thriller",32.667,514.0,below_avg
the adventures of sharkboy and lavagirl,"robert rodriguez taylor lautner, taylor dooley, cayden boyd, georg lopez, david arquette, kristin davis, jacob davich, sasha pieterse, rico torr children & famili movi a 10-year-old dreamer' imaginari friend – mighti sharkboy and fire-produc lavagirl – come to life to seek hi help battl a nefari baddie.","Adventure, Family, Science Fiction",53.952,1169.0,not_popular
the adventures of tintin,"steven spielberg jami bell, andi serkis, daniel craig, nick frost, simon pegg, daniel mays, gad elmaleh, tobi jones, joe starr children & famili movi thi 3-d motion captur adapt georg remi' classic comic strip about the adventur of fearless young journalist tintin and hi trusti dog, snowy.","Adventure, Animation, Mystery",34.861,4487.0,average
the amityville horror,"andrew dougla ryan reynolds, melissa george, chloë grace moretz, jess james, jimmi bennett, rachel nichols, philip baker hall, isabel conner, brendan donaldson, annabel armour horror movi thi hair-rais remak of the 1979 horror hit depict the ordeal of the lutz family, whose new home ha a gori past and a legaci of demons.",Horror,39.682,1741.0,below_avg
the angry birds movie 2,"thurop van orman, john rice jason sudeikis, rachel bloom, lesli jones, josh gad, bill hader, danni mcbride, awkwafina, sterl k. brown, tiffani haddish, eugenio derbez children & famili movies, comedi enemi turn into frenemi when the pig call for a truce with the bird to unit against a formid new foe that’ threaten all of their homes.","Animation, Comedy, Adventure, Family",68.962,1252.0,popular
the apartment,"jami durie, laurenc llewelyn-bowen intern tv shows, realiti tv with their eye on the grand prize, amateur design push their creativ limit in thi realiti competit show host by design icon jami durie.","Comedy, Drama, Romance",17.019,1669.0,popular
the art of the steal,"jonathan sobol kurt russell, jay baruchel, katheryn winnick, chri diamantopoulos, kenneth welsh, jason jones, terenc stamp, matt dillon, devon bostick action & adventure, comedies, independ movi crunch calhoun, a daredevil motorcyclist and mostli reform con artist, agre to do one last job: help hi brother nicki steal a priceless book.","Comedy, Crime",20.174,441.0,below_avg
the assignment,"walter hill michel rodriguez, sigourney weaver, toni shalhoub, anthoni lapaglia, caitlin gerard, brent langdon, adrian hough, ken kirzinger, darryl quon, carolin chan action & adventur a hitman ha hi bodi surgic alter into a woman' against hi will. now he ha to track down the surgeon respons and get hi revenge.","Action, Crime, Thriller",29.287,388.0,not_popular
the autopsy of jane doe,"andré øvredal emil hirsch, brian cox, ophelia lovibond, michael mcelhatton, parker sawyers, jane perry, olwen catherin kelli horror movies, independ movies, thriller a father-son team of small-town coron perform an autopsi on an unidentifi woman with mysteri injuri and a terrifi secret.","Horror, Mystery",41.313,3239.0,average
the bachelor,"realiti tv, romant tv show a singl man search for hi soulmat through a seri of date with 25 contest readi to romanc him for a chanc at love.","Comedy, Romance",13.863,252.0,not_popular
the blackcoat's daughter,"osgood perkin emma roberts, kiernan shipka, luci boynton, lauren holly, jame remar, greg ellwand, elana krausz, heather tod mitchell, peter jame haworth, emma holzer horror movies, independ movies, thriller when their parent fail to pick them up for winter break, two student stay on at an all-girl board school in the compani of a terribl presence.","Horror, Thriller",13.469,462.0,not_popular
the book of eli,"albert hughes, allen hugh denzel washington, gari oldman, mila kunis, ray stevenson, jennif beals, evan jones, joe pingue, franc de la tour, michael gambon, tom wait action & adventure, sci-fi & fantasi determin to protect a sacr text that promis to save humanity, eli goe on a quest westward across the barren, postapocalypt country.","Action, Thriller, Science Fiction",31.863,4981.0,average
the bounty hunter,"andi tennant jennif aniston, gerard butler, jason sudeikis, jeff garlin, ritchi coster, cathi moriarty, peter greene, joel marsh garland, siobhan fallon hogan, dorian missick, adam rose, christin baranski, carol kane, adam lefevr action & adventure, comedies, romant movi bounti hunter milo boyd find hi latest assign downright satisfi as he learn that the bail-jump he must chase down is hi ex-wife, nicole.","Comedy, Action, Drama",19.11,2363.0,not_popular
the box,"richard kelli cameron diaz, jame marsden, frank langella, jame rebhorn, holm osborne, sam oz stone, gillian jacobs, celia weston, deborah rush sci-fi & fantasy, thriller a coupl must decid whether to push a button that will net them a million dollar but that will also caus the death of a complet stranger.","Thriller, Science Fiction",14.923,1445.0,not_popular
the boy,"william brent bell jim norton, rupert evans, ben robson, lauren cohan, jame russell, jett klyne, diana hardcastl horror movies, independ movies, thriller a nanni is hire by a coupl to look after their boy. she' shock to learn that her charg is actual a doll that the coupl treat like a human.","Horror, Thriller, Mystery",46.657,3176.0,not_popular
the breadwinner,"nora twomey saara chaudry, soma chhaya, ali badshah, soma bhatia, shaista latif, laara sadiq, kawa ada, noorin gulamgau children & famili movies, dramas, intern movi a courag 11-year-old afghan girl disguis herself as a boy and take on odd job to provid for her famili when her father is arrested.","War, Drama, Animation",13.851,600.0,popular
the break-up,"peyton reed vinc vaughn, jennif aniston, joey lauren adams, cole hauser, jon favreau, jason bateman, judi davis, justin long, ivan sergei, john michael higgins, ann-margret, vernon vaughn, vincent d'onofrio comedies, dramas, romant movi cohabit coupl gari and brooke' petti spat turn into an all-out battl for their home condo.","Romance, Comedy",19.199,2224.0,not_popular
the brothers grimm,"terri gilliam matt damon, heath ledger, monica bellucci, lena headey, peter stormare, jonathan pryce, roger ashton-griffiths, richard ridings, mackenzi crook, julian bleach, tomá hanák, laura greenwood action & adventure, sci-fi & fantasi brother jake and will grimm travel from villag to village, pose as extermin of magic creatures. but in reality, they'r expert con artists.","Adventure, Fantasy, Action, Comedy, Thriller",27.411,2260.0,not_popular
the bucket list,"rob reiner jack nicholson, morgan freeman, sean hayes, beverli todd, alfonso freeman, rob morrow, rowena king, christoph stapleton, ian anthoni dale, richard mcgonagl comedies, drama two termin ill men bust out of the cancer ward with a plan to experi life to the fullest befor they kick the bucket.","Drama, Comedy",24.721,2985.0,popular
the bye bye man,"staci titl dougla smith, lucien laviscount, cressida bonas, michael trucco, doug jones, carrie-ann moss, fay dunaway, jenna kanell, erica tremblay, cleo king horror movies, thriller three colleg student move into an off-campu hous and discov they'v unwittingli unleash a supernatur killer known as the bye bye man.","Horror, Thriller",21.02,1052.0,not_popular
the captive,"atom egoyan ryan reynolds, scott speedman, rosario dawson, mireil enos, kevin durand, alexia fast, christin horne, arsiné khanjian, ian matthews, bruce greenwood, aidan shipley dramas, thriller eight year after their daughter' abduct tore them apart, her parent receiv enigmat clue from the kidnapp hint that she' still alive.","Drama, Thriller, Crime",18.935,907.0,not_popular
